City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
602,Tete,MZ,75.29,broken clouds,-16.1564,33.5867,Zambezi Hotel
603,Tarakan,ID,81.9,scattered clouds,3.3,117.6333,Hotel Dynasty
604,Gamba,GA,75.16,overcast clouds,-2.65,10.0,No hotel found
605,Pochutla,MX,76.82,few clouds,15.7432,-96.4661,Hotel El Patio
606,Cienfuegos,CU,69.94,clear sky,22.1461,-80.4356,No hotel found
607,Mocuba,MZ,73.04,overcast clouds,-16.8392,36.9856,No hotel found
608,San Matias,BO,78.55,overcast clouds,-16.3667,-58.4,Hotel San Jose
609,Goya,AR,79.12,clear sky,-29.14,-59.2626,Hotel Residencial Taragui
610,Maragogi,BR,76.1,overcast clouds,-9.0122,-35.2225,Pousada Mariluz
611,Progreso,MX,77.11,clear sky,21.2833,-89.6667,Centro Vacacional Obrero CTM
612,Bairiki,KI,86.0,light rain,1.3292,172.9752,Marry's Motel
614,Marsh Harbour,BS,73.38,few clouds,26.5412,-77.0636,Lofty Fig Villas
617,Kassala,SD,71.87,clear sky,15.451,36.4,No hotel found
618,San Lawrenz,MT,59.86,overcast clouds,36.0553,14.204,Ta Majsi
619,Dhidhdhoo,MV,81.54,few clouds,6.8833,73.1,No hotel found
620,Noumea,NC,87.78,clear sky,-22.2763,166.4572,Hotel Gondwana
621,Alta Floresta,BR,71.35,broken clouds,-9.8756,-56.0861,Villas Hotel
622,Sharjah,AE,67.98,clear sky,25.3573,55.4033,shakeel bhai room
624,Tecoanapa,MX,77.27,overcast clouds,16.5167,-98.75,No hotel found
626,Weligama,LK,76.17,scattered clouds,5.9667,80.4167,Basecamp
633,Minab,IR,52.12,clear sky,27.1467,57.0801,هتل صدف
635,Richards Bay,ZA,70.77,light rain,-28.783,32.0377,Protea Hotel
636,Aguadilla,PR,72.61,clear sky,18.4275,-67.1541,Cascadas Hotel De Aguadilla
637,Port Macquarie,AU,74.89,clear sky,-31.4333,152.9167,The Observatory
639,Ahuimanu,US,80.31,broken clouds,21.4447,-157.8378,No hotel found
642,Antalaha,MG,72.25,light rain,-14.9003,50.2788,Hôtel Florida
645,Ixtapa,MX,76.23,clear sky,20.7,-105.2,No hotel found
646,Gursarai,IN,61.63,scattered clouds,25.6148,79.1788,No hotel found
647,Viedma,AR,60.89,clear sky,-40.8135,-62.9967,Níjar
649,Agboville,CI,74.03,clear sky,5.928,-4.2132,Complexe Hôtelier Ofotel
651,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,No hotel found
652,Coahuayana,MX,72.03,few clouds,18.7333,-103.6833,No hotel found
653,Port Moresby,PG,87.22,scattered clouds,-9.4431,147.1797,The Sanctuary Hotel and Spa
654,Trairi,BR,77.79,broken clouds,-3.2778,-39.2689,No hotel found
655,Rockhampton,AU,89.49,scattered clouds,-23.3833,150.5,Rockhampton Plaza
656,Amahai,ID,83.01,overcast clouds,-3.3333,128.9167,No hotel found
657,Sao Filipe,CV,78.06,clear sky,14.8961,-24.4956,Bela Vista
659,Pandan,PH,82.98,overcast clouds,14.0453,124.1694,No hotel found
662,Chabahar,IR,70.45,clear sky,25.2919,60.643,هتل سپیده
665,Boromo,BF,70.7,broken clouds,11.75,-2.9333,Sama Camp
667,Gwadar,PK,68.92,clear sky,25.1216,62.3254,Sadaf Resorts
669,Ternate,ID,83.86,broken clouds,0.8,127.4,Boulivard ternate
670,Cabra,ES,60.85,overcast clouds,37.4725,-4.4421,Pensión Guerrero
671,Ewo,CG,71.55,overcast clouds,-0.8725,14.8206,No hotel found
673,Gasa,PS,62.89,overcast clouds,31.5,34.4667,مسجد الفتح المبين
676,Labuan,MY,82.76,few clouds,5.2767,115.2417,Labuan Avenue Hotel
677,Karaton,ID,83.19,overcast clouds,-6.3424,106.1045,No hotel found
678,Athens,GR,61.18,scattered clouds,37.9795,23.7162,Eridanus
679,The Valley,AI,77.09,clear sky,18.217,-63.0578,CeBlue
682,Aojiang,CN,59.38,broken clouds,22.9421,116.0359,No hotel found
685,Gonaives,HT,72.66,clear sky,19.45,-72.6833,amiral kilik
688,Kumphawapi,TH,67.89,clear sky,17.1087,103.0149,กุมภวาปีรีสอร์ท
