City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Batemans Bay,AU,2022-12-12 03:00:12,-35.7167,150.1833,24.72,36,57,7.56
246,Hun,LY,2022-12-12 03:03:18,29.1268,15.9477,15.48,41,7,3.63
247,Adrar,MR,2022-12-12 03:03:19,20.5022,-10.0711,21.93,15,0,3.34
248,Avarua,CK,2022-12-12 03:03:20,-21.2078,-159.775,26.03,61,75,5.14
249,Pisco,PE,2022-12-12 03:03:20,-13.7,-76.2167,20.03,83,0,2.57
250,Sitka,US,2022-12-12 03:03:21,57.0531,-135.33,-1.76,74,100,2.19
251,Tomatlan,MX,2022-12-12 03:03:22,19.9333,-105.25,21.05,95,1,0.6
252,Nuuk,GL,2022-12-12 03:03:23,64.1835,-51.7216,-10.95,73,0,3.16
253,Mount Isa,AU,2022-12-12 03:03:23,-20.7333,139.5,38.87,19,7,3.09
254,Cabo San Lucas,MX,2022-12-12 03:03:24,22.8909,-109.9124,23.62,67,0,4.63
255,U Thong,TH,2022-12-12 03:03:24,14.3751,99.8923,27.57,61,72,2.39
256,Severo-Yeniseyskiy,RU,2022-12-12 03:03:25,60.3725,93.0408,-27.47,95,100,1.5
257,Saint George,US,2022-12-12 02:59:42,37.1041,-113.5841,6.33,85,100,4.02
258,Rawson,AR,2022-12-12 03:03:26,-43.3002,-65.1023,14.14,69,94,3.31
259,Mayo,US,2022-12-12 03:03:26,38.8876,-76.5119,5.55,92,0,3.09
260,Klaksvik,FO,2022-12-12 03:03:27,62.2266,-6.589,0.51,55,100,13.14
261,Ambulu,ID,2022-12-12 03:03:27,-8.345,113.6058,29.31,69,54,1.7
262,Khorixas,NA,2022-12-12 03:03:29,-20.3667,14.9667,13.61,61,100,1.93
263,Safakulevo,RU,2022-12-12 03:03:29,54.9901,62.5442,-5.3,93,100,6.6
264,Jahangirabad,IN,2022-12-12 03:03:30,28.4167,78.1,16.73,42,25,3.4
265,Ilulissat,GL,2022-12-12 03:03:30,69.2167,-51.1,-9.99,48,18,0.0
266,San Cristobal,VE,2022-12-12 03:00:25,7.7669,-72.225,17.46,96,43,0.64
267,Lanxi,CN,2022-12-12 03:03:31,29.2195,119.477,10.01,56,81,1.73
268,Hasaki,JP,2022-12-12 03:03:40,35.7333,140.8333,12.38,56,10,8.52
269,Ginir,ET,2022-12-12 03:04:32,7.1333,40.7,11.58,52,0,2.27
270,Kavaratti,IN,2022-12-12 03:04:32,10.5669,72.642,27.97,68,50,8.12
271,Artyom,AZ,2022-12-12 03:04:33,40.4723,50.333,8.08,75,96,7.5
272,Poyarkovo,RU,2022-12-12 03:04:33,49.6,128.6833,-10.92,89,100,5.83
273,Henties Bay,NA,2022-12-12 03:04:34,-22.116,14.2845,14.71,97,17,0.69
274,Husavik,IS,2022-12-12 03:04:34,66.0449,-17.3389,-5.88,86,29,5.98
275,Karpogory,RU,2022-12-12 03:04:34,64.0019,44.4451,-26.34,99,22,0.89
276,Cidreira,BR,2022-12-12 03:04:35,-30.1811,-50.2056,22.4,94,2,6.2
277,Vega De Alatorre,MX,2022-12-12 03:04:35,20.0333,-96.6333,22.8,83,17,2.19
278,Pokhara,NP,2022-12-12 03:03:32,28.2333,83.9833,18.75,21,2,0.89
279,Port Augusta,AU,2022-12-12 03:04:36,-32.5,137.7667,21.95,28,5,8.55
280,Bosaso,SO,2022-12-12 03:04:37,11.2842,49.1816,21.87,81,1,1.43
281,Kruisfontein,ZA,2022-12-12 03:04:37,-34.0033,24.7314,21.6,88,100,5.61
282,Elizabethtown,US,2022-12-12 03:00:30,37.694,-85.8591,5.79,80,100,0.0
283,Marzuq,YE,2022-12-12 03:04:38,14.4,46.4667,13.85,62,0,0.42
284,Gardner,US,2022-12-12 03:03:36,42.5751,-71.9981,-5.83,86,100,3.09
285,Monteiro,BR,2022-12-12 03:04:38,-7.8894,-37.12,22.72,76,8,4.66
286,Magistralnyy,RU,2022-12-12 03:04:39,56.1725,107.4458,-26.49,84,100,3.11
287,Minot,US,2022-12-12 03:04:40,48.2325,-101.2963,-5.88,93,100,6.17
288,Abay,KZ,2022-12-12 03:04:40,49.6311,72.8539,-27.79,85,51,2.07
289,Irbeyskoye,RU,2022-12-12 03:04:41,55.6428,95.4522,-26.13,93,23,1.86
290,Waingapu,ID,2022-12-12 03:04:41,-9.6567,120.2641,30.77,62,12,3.01
291,Paamiut,GL,2022-12-12 03:03:15,61.994,-49.6678,-6.98,61,0,3.97
292,Nishihara,JP,2022-12-12 03:04:42,26.1842,127.7558,20.81,66,75,7.2
